portfolio_id,ticker,quantity,purchase_price,purchase_date,sector
PORT_0085,HATSUN.NS,372,1053.64,2025-01-01,FMCG
PORT_0085,CAPLIPOINT.NS,507,2265.59,2025-01-01,Healthcare
PORT_0085,RAMCOCEM.NS,25,962.61,2025-01-01,Construction Materials
PORT_0086,IRB.NS,343,15.86,2025-01-01,Construction
PORT_0086,ATUL.NS,535,6896.87,2025-01-01,Chemicals
PORT_0086,CGPOWER.NS,772,1046.87,2025-01-01,Capital Goods
PORT_0086,TRIVENI.NS,311,222.17,2025-01-01,FMCG
PORT_0086,CENTRALBK.NS,417,25.42,2025-01-01,Financial Services
PORT_0086,NATCOPHARM.NS,623,1094.72,2025-01-01,Healthcare
PORT_0086,PRESTIGE.NS,180,1303.09,2025-01-01,Realty
PORT_0086,AFFLE.NS,553,1630.19,2025-01-01,Information Technology
PORT_0087,APLAPOLLO.NS,701,1927.71,2025-01-01,Capital Goods
PORT_0087,KAYNES.NS,327,3246.53,2025-01-01,Capital Goods
PORT_0087,RKFORGE.NS,388,614.44,2025-01-01,Capital Goods
PORT_0087,AJANTPHARM.NS,739,3064.37,2025-01-01,Healthcare
PORT_0087,RBLBANK.NS,928,332.66,2025-01-01,Financial Services
PORT_0087,GODREJPROP.NS,539,2389.28,2025-01-01,Realty
PORT_0087,ZYDUSLIFE.NS,675,1209.95,2025-01-01,Healthcare
PORT_0087,TVSMOTOR.NS,396,3571.8,2025-01-01,Automobile and Auto Components
PORT_0087,PERSISTENT.NS,582,6252.58,2025-01-01,Information Technology
PORT_0087,SUNPHARMA.NS,913,1590.02,2025-01-01,Healthcare
PORT_0087,SRF.NS,533,2818.16,2025-01-01,Chemicals
PORT_0087,FLUOROCHEM.NS,447,5382.89,2025-01-01,Chemicals
PORT_0087,CONCOR.NS,749,472.46,2025-01-01,Services
PORT_0087,KNRCON.NS,536,146.48,2025-01-01,Construction
PORT_0088,GAIL.NS,702,185.82,2025-01-01,Oil Gas & Consumable Fuels
PORT_0088,IGL.NS,408,139.27,2025-01-01,Oil Gas & Consumable Fuels
PORT_0088,THERMAX.NS,475,3955.09,2025-01-01,Capital Goods
PORT_0088,EXIDEIND.NS,168,469.33,2025-01-01,Automobile and Auto Components
PORT_0088,LODHA.NS,513,1099.67,2025-01-01,Realty
PORT_0088,NEWGEN.NS,75,521.32,2025-01-01,Information Technology
PORT_0088,CUMMINSIND.NS,481,5040.58,2025-01-01,Capital Goods
PORT_0088,KEI.NS,163,4534.73,2025-01-01,Capital Goods
PORT_0088,KANSAINER.NS,422,184.05,2025-01-01,Consumer Durables
PORT_0088,CESC.NS,680,165.28,2025-01-01,Power
PORT_0088,PHOENIXLTD.NS,224,1963.01,2025-01-01,Realty
PORT_0089,RELIANCE.NS,88,1242.53,2025-01-01,Oil Gas & Consumable Fuels
PORT_0089,IRFC.NS,137,94.74,2025-01-01,Financial Services
PORT_0089,AVANTIFEED.NS,343,879.65,2025-01-01,FMCG
PORT_0089,GODREJPROP.NS,580,2007.58,2025-01-01,Realty
PORT_0089,SUNPHARMA.NS,430,2294.17,2025-01-01,Healthcare
PORT_0089,CARBORUNIV.NS,858,1231.96,2025-01-01,Capital Goods
PORT_0089,NBCC.NS,794,79.68,2025-01-01,Construction
PORT_0089,ETERNAL.NS,576,259.29,2025-01-01,Consumer Services
PORT_0089,BALAMINES.NS,346,2335.7,2025-01-01,Chemicals
PORT_0089,KNRCON.NS,972,166.79,2025-01-01,Construction
PORT_0089,NEWGEN.NS,375,538.51,2025-01-01,Information Technology
PORT_0089,GAIL.NS,989,189.6,2025-01-01,Oil Gas & Consumable Fuels
PORT_0089,MAPMYINDIA.NS,397,1151.44,2025-01-01,Information Technology
PORT_0089,POLICYBZR.NS,320,1709.29,2025-01-01,Financial Services
PORT_0089,SUPRAJIT.NS,287,524.95,2025-01-01,Automobile and Auto Components
PORT_0090,SHOPERSTOP.NS,860,483.62,2025-01-01,Consumer Services
PORT_0090,HAVELLS.NS,92,1129.39,2025-01-01,Consumer Durables
PORT_0090,SOUTHBANK.NS,708,39.43,2025-01-01,Financial Services
PORT_0090,LMW.NS,683,14904.32,2025-01-01,Capital Goods
PORT_0090,PIIND.NS,528,2679.05,2025-01-01,Chemicals
PORT_0090,IRCON.NS,265,124.24,2025-01-01,Construction
PORT_0090,SJVN.NS,201,59.32,2025-01-01,Power
PORT_0090,LICI.NS,879,438.9,2025-01-01,Financial Services
PORT_0090,ICICIPRULI.NS,932,425.21,2025-01-01,Financial Services
PORT_0090,HAPPSTMNDS.NS,657,466.79,2025-01-01,Information Technology
PORT_0090,NATCOPHARM.NS,267,762.52,2025-01-01,Healthcare
PORT_0091,GNFC.NS,113,546.59,2025-01-01,Chemicals
PORT_0091,LALPATHLAB.NS,353,1943.14,2025-01-01,Healthcare
PORT_0091,PIDILITIND.NS,758,1894.74,2025-01-01,Chemicals
PORT_0091,HDFCLIFE.NS,187,433.6,2025-01-01,Financial Services
PORT_0091,NAVINFLUOR.NS,962,6927.12,2025-01-01,Chemicals
PORT_0091,RVNL.NS,790,230.45,2025-01-01,Construction
PORT_0091,SUNDARMFIN.NS,879,4395.57,2025-01-01,Financial Services
PORT_0091,AARTIIND.NS,457,524.09,2025-01-01,Chemicals
PORT_0091,MANYAVAR.NS,579,492.46,2025-01-01,Consumer Services
PORT_0091,UBL.NS,182,1213.12,2025-01-01,FMCG
PORT_0091,RKFORGE.NS,557,728.17,2025-01-01,Capital Goods
PORT_0092,BSE.NS,530,2998.14,2025-01-01,Financial Services
PORT_0092,KIMS.NS,642,710.58,2025-01-01,Healthcare
PORT_0092,SUNPHARMA.NS,345,1724.19,2025-01-01,Healthcare
PORT_0092,TATASTEEL.NS,305,163.9,2025-01-01,Metals & Mining
PORT_0092,JINDALSTEL.NS,895,1256.84,2025-01-01,Metals & Mining
PORT_0092,LAURUSLABS.NS,160,1910.28,2025-01-01,Healthcare
PORT_0092,PERSISTENT.NS,671,5746.14,2025-01-01,Information Technology
PORT_0093,UNIONBANK.NS,302,168.89,2025-01-01,Financial Services
PORT_0093,VINATIORGA.NS,438,1192.48,2025-01-01,Chemicals
PORT_0093,ETERNAL.NS,690,280.9,2025-01-01,Consumer Services
PORT_0093,BRITANNIA.NS,23,6086.63,2025-01-01,FMCG
PORT_0093,IOC.NS,775,118.64,2025-01-01,Oil Gas & Consumable Fuels
PORT_0093,KAYNES.NS,512,3147.11,2025-01-01,Capital Goods
PORT_0093,BANKBARODA.NS,542,202.05,2025-01-01,Financial Services
PORT_0093,PHOENIXLTD.NS,257,2186.83,2025-01-01,Realty
PORT_0094,NAVINFLUOR.NS,282,9495.18,2025-01-01,Chemicals
PORT_0094,HDFCLIFE.NS,761,556.28,2025-01-01,Financial Services
PORT_0094,AFFLE.NS,614,1758.31,2025-01-01,Information Technology
PORT_0094,JBMA.NS,635,556.55,2025-01-01,Automobile and Auto Components
PORT_0094,RADICO.NS,471,4444.26,2025-01-01,FMCG
PORT_0094,BPCL.NS,876,356.32,2025-01-01,Oil Gas & Consumable Fuels
PORT_0094,BRIGADE.NS,576,647.71,2025-01-01,Realty
PORT_0094,NTPC.NS,844,302.68,2025-01-01,Power
PORT_0094,DCBBANK.NS,523,203.24,2025-01-01,Financial Services
PORT_0094,MANAPPURAM.NS,157,368.33,2025-01-01,Financial Services
PORT_0094,CSBBANK.NS,983,306.63,2025-01-01,Financial Services
PORT_0094,SIEMENS.NS,995,4139.26,2025-01-01,Capital Goods
PORT_0094,JSWENERGY.NS,165,482.02,2025-01-01,Power
PORT_0094,KAYNES.NS,628,3949.97,2025-01-01,Capital Goods
PORT_0094,ANGELONE.NS,626,252.5,2025-01-01,Financial Services
PORT_0094,ZENSARTECH.NS,516,546.29,2025-01-01,Information Technology
PORT_0094,CDSL.NS,631,1070.68,2025-01-01,Financial Services
PORT_0094,SPENCERS.NS,445,26.13,2025-01-01,Consumer Services
PORT_0095,BANKBARODA.NS,341,219.45,2025-01-01,Financial Services
PORT_0095,SANOFI.NS,675,3566.86,2025-01-01,Healthcare
PORT_0095,TATACHEM.NS,271,542.49,2025-01-01,Chemicals
PORT_0095,ABFRL.NS,360,68.04,2025-01-01,Consumer Services
PORT_0095,APOLLOHOSP.NS,946,8167.73,2025-01-01,Healthcare
PORT_0095,KOTAKBANK.NS,376,395.86,2025-01-01,Financial Services
PORT_0095,CHOLAFIN.NS,881,2084.43,2025-01-01,Financial Services
PORT_0095,HCLTECH.NS,279,1384.92,2025-01-01,Information Technology
PORT_0095,TATAELXSI.NS,39,3709.93,2025-01-01,Information Technology
PORT_0095,OFSS.NS,746,12465.34,2025-01-01,Information Technology
PORT_0095,AMBUJACEM.NS,329,357.92,2025-01-01,Construction Materials
PORT_0095,BSOFT.NS,441,361.62,2025-01-01,Information Technology
PORT_0095,ICICIBANK.NS,272,1641.01,2025-01-01,Financial Services
PORT_0095,HINDALCO.NS,973,1136.5,2025-01-01,Metals & Mining
PORT_0095,ASTRAL.NS,22,1587.36,2025-01-01,Capital Goods
PORT_0095,GLENMARK.NS,241,2056.66,2025-01-01,Healthcare
PORT_0095,CLEAN.NS,169,683.61,2025-01-01,Chemicals
PORT_0095,SOLARINDS.NS,270,17952.95,2025-01-01,Chemicals
PORT_0095,FEDERALBNK.NS,611,314.47,2025-01-01,Financial Services
PORT_0096,COROMANDEL.NS,309,2031.33,2025-01-01,Chemicals
PORT_0096,SANOFI.NS,316,3524.26,2025-01-01,Healthcare
PORT_0096,JYOTICNC.NS,270,875.8,2025-01-01,Capital Goods
PORT_0096,BIKAJI.NS,783,544.56,2025-01-01,FMCG
PORT_0096,TIINDIA.NS,277,2898.99,2025-01-01,Automobile and Auto Components
PORT_0096,AFFLE.NS,883,1905.82,2025-01-01,Information Technology
PORT_0096,CGPOWER.NS,187,933.59,2025-01-01,Capital Goods
PORT_0096,JSWENERGY.NS,955,515.53,2025-01-01,Power
PORT_0096,NEWGEN.NS,279,656.94,2025-01-01,Information Technology
PORT_0096,PRAJIND.NS,690,314.79,2025-01-01,Capital Goods
PORT_0096,SOBHA.NS,68,1583.46,2025-01-01,Realty
PORT_0096,CONCOR.NS,275,544.62,2025-01-01,Services
PORT_0096,DMART.NS,99,3237.6,2025-01-01,Consumer Services
PORT_0096,IRB.NS,163,20.17,2025-01-01,Construction
PORT_0097,BLUEDART.NS,602,4519.45,2025-01-01,Services
PORT_0097,CLEAN.NS,725,864.61,2025-01-01,Chemicals
PORT_0097,PFC.NS,240,391.9,2025-01-01,Financial Services
PORT_0097,CYIENT.NS,710,907.85,2025-01-01,Information Technology
PORT_0097,RADICO.NS,829,4622.81,2025-01-01,FMCG
PORT_0097,BRITANNIA.NS,583,6008.79,2025-01-01,FMCG
PORT_0097,RAINBOW.NS,89,1867.2,2025-01-01,Healthcare
PORT_0097,KIMS.NS,941,653.07,2025-01-01,Healthcare
PORT_0097,RCF.NS,775,141.92,2025-01-01,Chemicals
PORT_0097,BRIGADE.NS,38,648.36,2025-01-01,Realty
PORT_0098,TATAPOWER.NS,582,389.2,2025-01-01,Power
PORT_0098,SONACOMS.NS,922,887.57,2025-01-01,Automobile and Auto Components
PORT_0098,ADANIENT.NS,456,2744.2,2025-01-01,Metals & Mining
PORT_0098,SKFINDIA.NS,792,1463.22,2025-01-01,Capital Goods
PORT_0098,BIOCON.NS,953,353.23,2025-01-01,Healthcare
PORT_0098,BRIGADE.NS,646,613.47,2025-01-01,Realty
PORT_0098,SUPRAJIT.NS,128,620.8,2025-01-01,Automobile and Auto Components
PORT_0098,HUDCO.NS,254,219.34,2025-01-01,Financial Services
PORT_0098,FINCABLES.NS,533,1148.77,2025-01-01,Capital Goods
PORT_0098,NEWGEN.NS,757,476.69,2025-01-01,Information Technology
PORT_0098,SUNPHARMA.NS,459,1935.79,2025-01-01,Healthcare
PORT_0098,IDEA.NS,963,14.27,2025-01-01,Telecommunication
PORT_0098,SPENCERS.NS,370,29.36,2025-01-01,Consumer Services
PORT_0098,IEX.NS,389,148.25,2025-01-01,Financial Services
PORT_0098,VIJAYA.NS,901,1469.6,2025-01-01,Healthcare
PORT_0098,DABUR.NS,166,374.59,2025-01-01,FMCG
PORT_0098,ULTRACEMCO.NS,989,12611.29,2025-01-01,Construction Materials
PORT_0099,KOTAKBANK.NS,475,459.52,2025-01-01,Financial Services
PORT_0099,COROMANDEL.NS,116,2386.75,2025-01-01,Chemicals
PORT_0099,POLYCAB.NS,310,8715.32,2025-01-01,Capital Goods
PORT_0099,ABBOTINDIA.NS,86,28637.7,2025-01-01,Healthcare
PORT_0099,NAUKRI.NS,823,1104.22,2025-01-01,Consumer Services
PORT_0099,BSE.NS,717,3707.14,2025-01-01,Financial Services
PORT_0099,NFL.NS,609,80.66,2025-01-01,Chemicals
PORT_0099,ESCORTS.NS,594,2976.31,2025-01-01,Automobile and Auto Components
PORT_0099,NTPC.NS,876,316.74,2025-01-01,Power
PORT_0100,DCBBANK.NS,805,209.06,2025-01-01,Financial Services
PORT_0100,INTELLECT.NS,255,675.19,2025-01-01,Information Technology
PORT_0100,ICICIBANK.NS,509,1520.5,2025-01-01,Financial Services
PORT_0100,TATASTEEL.NS,559,199.2,2025-01-01,Metals & Mining
PORT_0100,INDUSINDBK.NS,373,1123.21,2025-01-01,Financial Services
PORT_0100,AARTIIND.NS,360,579.78,2025-01-01,Chemicals
PORT_0100,TCS.NS,526,2813.43,2025-01-01,Information Technology
PORT_0100,CANBK.NS,678,126.34,2025-01-01,Financial Services
PORT_0100,HERITGFOOD.NS,663,336.52,2025-01-01,FMCG
PORT_0100,BATAINDIA.NS,667,624.57,2025-01-01,Consumer Durables
PORT_0101,RANEHOLDIN.NS,641,1469.41,2025-01-01,Automobile and Auto Components
PORT_0101,JUBLINGREA.NS,856,871.47,2025-01-01,Chemicals
PORT_0101,AFFLE.NS,301,1378.94,2025-01-01,Information Technology
PORT_0101,HATSUN.NS,365,776.82,2025-01-01,FMCG
PORT_0101,SUNTECK.NS,486,308.5,2025-01-01,Realty
PORT_0102,ASTRAL.NS,710,1442.48,2025-01-01,Capital Goods
PORT_0102,CARTRADE.NS,661,2855.02,2025-01-01,Consumer Services
PORT_0102,CIPLA.NS,190,1416.11,2025-01-01,Healthcare
PORT_0102,LTTS.NS,592,3768.43,2025-01-01,Information Technology
PORT_0102,NLCINDIA.NS,837,282.08,2025-01-01,Power
PORT_0102,JSWSTEEL.NS,203,1454.11,2025-01-01,Metals & Mining
PORT_0102,BHEL.NS,758,457.58,2025-01-01,Capital Goods
PORT_0102,BEML.NS,19,1661.81,2025-01-01,Capital Goods
PORT_0103,BATAINDIA.NS,318,668.28,2025-01-01,Consumer Durables
PORT_0103,BHARATFORG.NS,838,2200.83,2025-01-01,Automobile and Auto Components
PORT_0103,CANBK.NS,393,122.63,2025-01-01,Financial Services
PORT_0103,KNRCON.NS,989,140.4,2025-01-01,Construction
PORT_0103,LMW.NS,309,18406.89,2025-01-01,Capital Goods
PORT_0103,TRIVENI.NS,445,203.1,2025-01-01,FMCG
PORT_0103,SRF.NS,495,2503.57,2025-01-01,Chemicals
PORT_0103,VMART.NS,815,895.49,2025-01-01,Consumer Services
PORT_0103,BPCL.NS,892,376.05,2025-01-01,Oil Gas & Consumable Fuels
PORT_0103,BERGEPAINT.NS,703,623.24,2025-01-01,Consumer Durables
PORT_0103,TATACHEM.NS,504,576.15,2025-01-01,Chemicals
PORT_0103,ENDURANCE.NS,172,2518.43,2025-01-01,Automobile and Auto Components
PORT_0104,ARE&M.NS,858,847.31,2025-01-01,Automobile and Auto Components
PORT_0104,IRFC.NS,44,71.74,2025-01-01,Financial Services
PORT_0104,RATEGAIN.NS,831,790.64,2025-01-01,Information Technology
PORT_0104,HDFCBANK.NS,476,875.34,2025-01-01,Financial Services
PORT_0104,PERSISTENT.NS,555,5438.78,2025-01-01,Information Technology
PORT_0104,ABCAPITAL.NS,220,351.75,2025-01-01,Financial Services
PORT_0104,DMART.NS,510,3245.75,2025-01-01,Consumer Services
PORT_0104,SUVEN.NS,868,257.3,2025-01-01,Healthcare
PORT_0104,PAYTM.NS,748,1202.97,2025-01-01,Financial Services
PORT_0104,SUPREMEIND.NS,477,3203.27,2025-01-01,Capital Goods
PORT_0104,INOXWIND.NS,30,91.15,2025-01-01,Capital Goods
PORT_0104,FACT.NS,99,888.68,2025-01-01,Chemicals
PORT_0104,HATSUN.NS,460,782.16,2025-01-01,FMCG
PORT_0104,KIMS.NS,618,962.5,2025-01-01,Healthcare
PORT_0104,GNFC.NS,966,532.84,2025-01-01,Chemicals
PORT_0104,ABBOTINDIA.NS,147,32827.49,2025-01-01,Healthcare
PORT_0105,M&M.NS,529,4125.09,2025-01-01,Automobile and Auto Components
PORT_0105,DABUR.NS,607,470.57,2025-01-01,FMCG
PORT_0105,SBILIFE.NS,521,1820.85,2025-01-01,Financial Services
PORT_0105,AVANTIFEED.NS,324,1070.75,2025-01-01,FMCG
PORT_0105,SUNTECK.NS,588,271.18,2025-01-01,Realty
PORT_0105,RELAXO.NS,962,411.8,2025-01-01,Consumer Durables
PORT_0105,SJVN.NS,608,59.4,2025-01-01,Power
PORT_0105,APOLLOTYRE.NS,472,468.48,2025-01-01,Automobile and Auto Components
PORT_0105,RELIANCE.NS,89,1321.19,2025-01-01,Oil Gas & Consumable Fuels
PORT_0105,LAURUSLABS.NS,241,2150.7,2025-01-01,Healthcare
PORT_0105,OIL.NS,138,388.7,2025-01-01,Oil Gas & Consumable Fuels
PORT_0105,AUBANK.NS,428,1050.4,2025-01-01,Financial Services
PORT_0105,HEROMOTOCO.NS,90,5048.81,2025-01-01,Automobile and Auto Components
PORT_0105,OBEROIRLTY.NS,675,1959.08,2025-01-01,Realty
PORT_0105,CONCOR.NS,863,592.98,2025-01-01,Services
PORT_0105,CENTRALBK.NS,501,29.47,2025-01-01,Financial Services
PORT_0106,CUMMINSIND.NS,749,4639.23,2025-01-01,Capital Goods
PORT_0106,360ONE.NS,140,1392.11,2025-01-01,Financial Services
PORT_0106,IDFCFIRSTB.NS,533,78.34,2025-01-01,Financial Services
PORT_0106,HCLTECH.NS,840,1335.38,2025-01-01,Information Technology
PORT_0106,CHOLAFIN.NS,884,2037.38,2025-01-01,Financial Services
PORT_0106,CSBBANK.NS,303,327.96,2025-01-01,Financial Services
PORT_0106,UBL.NS,573,1246.46,2025-01-01,FMCG
PORT_0106,NETWEB.NS,516,5575.34,2025-01-01,Information Technology
PORT_0106,RRKABEL.NS,754,2654.73,2025-01-01,Capital Goods
PORT_0106,ASTERDM.NS,631,723.53,2025-01-01,Healthcare
PORT_0106,BANKBARODA.NS,40,216.79,2025-01-01,Financial Services
PORT_0106,SJVN.NS,353,63.12,2025-01-01,Power
PORT_0106,TCS.NS,316,2683.22,2025-01-01,Information Technology
PORT_0106,HAVELLS.NS,30,1448.43,2025-01-01,Consumer Durables
PORT_0106,MANYAVAR.NS,574,535.57,2025-01-01,Consumer Services
PORT_0107,GRANULES.NS,122,888.83,2025-01-01,Healthcare
PORT_0107,LAURUSLABS.NS,682,1756.09,2025-01-01,Healthcare
PORT_0107,IDFCFIRSTB.NS,680,69.79,2025-01-01,Financial Services
PORT_0107,INOXWIND.NS,162,63.4,2025-01-01,Capital Goods
PORT_0107,SAIL.NS,559,187.25,2025-01-01,Metals & Mining
PORT_0107,KNRCON.NS,470,134.96,2025-01-01,Construction
PORT_0108,OBEROIRLTY.NS,929,1745.76,2025-01-01,Realty
PORT_0108,BSE.NS,666,3438.43,2025-01-01,Financial Services
PORT_0108,SUNTECK.NS,676,283.3,2025-01-01,Realty
PORT_0108,GSFC.NS,802,129.27,2025-01-01,Chemicals
PORT_0108,TATASTEEL.NS,165,195.62,2025-01-01,Metals & Mining
PORT_0108,CEATLTD.NS,100,3649.46,2025-01-01,Automobile and Auto Components
PORT_0108,SUNPHARMA.NS,51,1878.09,2025-01-01,Healthcare
PORT_0108,BIKAJI.NS,779,512.04,2025-01-01,FMCG
PORT_0108,PRESTIGE.NS,118,1487.15,2025-01-01,Realty
PORT_0108,INDIAMART.NS,134,1691.56,2025-01-01,Consumer Services
PORT_0108,TATAPOWER.NS,424,329.12,2025-01-01,Power
PORT_0108,BAJFINANCE.NS,253,1196.6,2025-01-01,Financial Services
PORT_0108,CENTRALBK.NS,663,28.91,2025-01-01,Financial Services
PORT_0108,GODREJCP.NS,537,1106.87,2025-01-01,FMCG
PORT_0108,LICI.NS,662,390.43,2025-01-01,Financial Services
PORT_0108,CHAMBLFERT.NS,88,447.8,2025-01-01,Chemicals
PORT_0108,RAINBOW.NS,158,1851.02,2025-01-01,Healthcare
PORT_0108,MARUTI.NS,800,14370.74,2025-01-01,Automobile and Auto Components
PORT_0108,HERITGFOOD.NS,342,289.6,2025-01-01,FMCG
PORT_0109,NBCC.NS,585,113.09,2025-01-01,Construction
PORT_0109,ROUTE.NS,31,487.23,2025-01-01,Telecommunication
PORT_0109,AUROPHARMA.NS,65,1982.0,2025-01-01,Healthcare
PORT_0109,M&M.NS,726,3104.39,2025-01-01,Automobile and Auto Components
PORT_0109,NEWGEN.NS,200,651.64,2025-01-01,Information Technology
PORT_0109,NCC.NS,576,132.27,2025-01-01,Construction
PORT_0109,SKFINDIA.NS,805,1722.3,2025-01-01,Capital Goods
PORT_0109,INDIAMART.NS,268,1845.27,2025-01-01,Consumer Services
PORT_0109,CHAMBLFERT.NS,446,526.94,2025-01-01,Chemicals
PORT_0109,JUBLFOOD.NS,359,522.15,2025-01-01,Consumer Services
PORT_0109,RANEHOLDIN.NS,986,1913.04,2025-01-01,Automobile and Auto Components
PORT_0109,LT.NS,943,3483.62,2025-01-01,Construction
PORT_0109,PHOENIXLTD.NS,327,1969.14,2025-01-01,Realty
PORT_0109,RRKABEL.NS,784,3151.33,2025-01-01,Capital Goods
PORT_0109,NETWEB.NS,567,5354.64,2025-01-01,Information Technology
PORT_0109,SUNPHARMA.NS,627,1574.78,2025-01-01,Healthcare
PORT_0109,MAPMYINDIA.NS,528,1184.15,2025-01-01,Information Technology
PORT_0109,IRCON.NS,344,123.65,2025-01-01,Construction
PORT_0110,THERMAX.NS,669,3631.65,2025-01-01,Capital Goods
PORT_0110,SCHAEFFLER.NS,629,4175.95,2025-01-01,Automobile and Auto Components
PORT_0110,IOB.NS,742,31.98,2025-01-01,Financial Services
PORT_0110,J&KBANK.NS,89,138.59,2025-01-01,Financial Services
PORT_0110,TITAN.NS,877,4099.15,2025-01-01,Consumer Durables
PORT_0110,GSFC.NS,910,141.92,2025-01-01,Chemicals
PORT_0110,BSE.NS,412,3968.45,2025-01-01,Financial Services
PORT_0110,VIJAYA.NS,736,1573.75,2025-01-01,Healthcare
PORT_0110,LT.NS,749,4127.16,2025-01-01,Construction
PORT_0110,BALAMINES.NS,569,1851.4,2025-01-01,Chemicals
PORT_0110,HDFCLIFE.NS,342,519.98,2025-01-01,Financial Services
PORT_0110,DABUR.NS,799,470.78,2025-01-01,FMCG
PORT_0110,HAVELLS.NS,713,1183.6,2025-01-01,Consumer Durables
PORT_0110,COLPAL.NS,576,1910.28,2025-01-01,FMCG
PORT_0110,IDFCFIRSTB.NS,28,93.8,2025-01-01,Financial Services
PORT_0110,OFSS.NS,871,9477.97,2025-01-01,Information Technology
PORT_0110,EICHERMOT.NS,836,8914.78,2025-01-01,Automobile and Auto Components
PORT_0110,LICI.NS,68,322.21,2025-01-01,Financial Services
PORT_0110,SHREECEM.NS,449,29592.37,2025-01-01,Construction Materials
PORT_0110,TECHM.NS,737,1852.35,2025-01-01,Information Technology
PORT_0111,AARTIIND.NS,666,534.83,2025-01-01,Chemicals
PORT_0111,HINDUNILVR.NS,663,2071.9,2025-01-01,FMCG
PORT_0111,JUBLFOOD.NS,794,550.04,2025-01-01,Consumer Services
PORT_0111,SUNPHARMA.NS,534,1685.65,2025-01-01,Healthcare
PORT_0111,CHAMBLFERT.NS,658,513.37,2025-01-01,Chemicals
PORT_0111,LUPIN.NS,883,2366.58,2025-01-01,Healthcare
PORT_0111,LICI.NS,540,349.08,2025-01-01,Financial Services
PORT_0111,MUTHOOTFIN.NS,729,2973.18,2025-01-01,Financial Services
PORT_0111,PIDILITIND.NS,343,1360.15,2025-01-01,Chemicals
PORT_0111,JSWENERGY.NS,88,514.84,2025-01-01,Power
PORT_0111,ULTRACEMCO.NS,852,14154.49,2025-01-01,Construction Materials
PORT_0111,POWERGRID.NS,769,282.73,2025-01-01,Power
PORT_0111,BIOCON.NS,604,356.83,2025-01-01,Healthcare
PORT_0111,RAMCOCEM.NS,649,953.53,2025-01-01,Construction Materials
PORT_0111,UPL.NS,348,679.83,2025-01-01,Chemicals
PORT_0111,KANSAINER.NS,928,174.26,2025-01-01,Consumer Durables
PORT_0111,BIKAJI.NS,302,601.04,2025-01-01,FMCG
PORT_0112,SCHAEFFLER.NS,313,3828.12,2025-01-01,Automobile and Auto Components
PORT_0112,NETWEB.NS,47,4094.35,2025-01-01,Information Technology
PORT_0112,SUNTECK.NS,55,274.61,2025-01-01,Realty
PORT_0112,ITC.NS,229,315.37,2025-01-01,FMCG
PORT_0112,ERIS.NS,240,1243.35,2025-01-01,Healthcare
PORT_0113,MANYAVAR.NS,756,541.88,2025-01-01,Consumer Services
PORT_0113,TATAELXSI.NS,479,4152.66,2025-01-01,Information Technology
PORT_0113,SOBHA.NS,139,1326.4,2025-01-01,Realty
PORT_0113,TORNTPHARM.NS,750,5330.69,2025-01-01,Healthcare
PORT_0113,ASTRAL.NS,335,1316.7,2025-01-01,Capital Goods
PORT_0113,BALRAMCHIN.NS,900,738.82,2025-01-01,FMCG
PORT_0114,PIDILITIND.NS,393,1867.77,2025-01-01,Chemicals
PORT_0114,HDFCLIFE.NS,695,505.18,2025-01-01,Financial Services
PORT_0114,ABB.NS,484,6506.62,2025-01-01,Capital Goods
PORT_0114,ALKYLAMINE.NS,582,2191.09,2025-01-01,Chemicals
PORT_0114,JUBLINGREA.NS,709,723.04,2025-01-01,Chemicals
PORT_0114,DLF.NS,528,553.51,2025-01-01,Realty
PORT_0114,NEWGEN.NS,360,639.86,2025-01-01,Information Technology
PORT_0114,M&M.NS,645,3431.95,2025-01-01,Automobile and Auto Components
PORT_0114,NHPC.NS,157,87.78,2025-01-01,Power
PORT_0114,BRITANNIA.NS,379,6060.6,2025-01-01,FMCG
PORT_0114,CANBK.NS,524,146.99,2025-01-01,Financial Services
PORT_0115,MPHASIS.NS,205,2844.39,2025-01-01,Information Technology
PORT_0115,VBL.NS,709,394.52,2025-01-01,FMCG
PORT_0115,PETRONET.NS,466,225.25,2025-01-01,Oil Gas & Consumable Fuels
PORT_0115,SPENCERS.NS,504,36.68,2025-01-01,Consumer Services
PORT_0115,NAUKRI.NS,692,998.24,2025-01-01,Consumer Services
PORT_0115,ZYDUSLIFE.NS,427,1234.27,2025-01-01,Healthcare
PORT_0115,TATAPOWER.NS,823,317.66,2025-01-01,Power
PORT_0116,MRF.NS,550,112157.19,2025-01-01,Automobile and Auto Components
PORT_0116,KARURVYSYA.NS,489,272.19,2025-01-01,Financial Services
PORT_0116,DEEPAKNTR.NS,939,1735.84,2025-01-01,Chemicals
PORT_0116,SBIN.NS,313,924.58,2025-01-01,Financial Services
PORT_0116,MCX.NS,209,3119.91,2025-01-01,Financial Services
PORT_0116,NATCOPHARM.NS,680,1030.26,2025-01-01,Healthcare
PORT_0116,CENTRALBK.NS,235,31.5,2025-01-01,Financial Services
PORT_0116,GNFC.NS,289,595.48,2025-01-01,Chemicals
PORT_0116,BSOFT.NS,973,309.23,2025-01-01,Information Technology
PORT_0117,SPENCERS.NS,340,26.41,2025-01-01,Consumer Services
PORT_0117,TIINDIA.NS,147,2539.07,2025-01-01,Automobile and Auto Components
PORT_0117,COFORGE.NS,909,1612.77,2025-01-01,Information Technology
