,trading_days,total_return,annualized_return,annualized_volatility,return_1M,return_3M,return_6M,return_1Y,portfolio_max_drawdown,rolling_max_drawdown_30d,rolling_max_drawdown_252d,downside_deviation_annualized,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,asset_count,sector_count,largest_sector_pct,top_3_holdings_pct,top_5_holdings_pct,hhi,sector_automobile_and_auto_components_pct,sector_capital_goods_pct,sector_chemicals_pct,sector_construction_pct,sector_construction_materials_pct,sector_consumer_durables_pct,sector_consumer_services_pct,sector_fmcg_pct,sector_financial_services_pct,sector_healthcare_pct,sector_information_technology_pct,sector_metals_&_mining_pct,sector_oil_gas_&_consumable_fuels_pct,sector_power_pct,sector_realty_pct,sector_services_pct,sector_telecommunication_pct,sector_textiles_pct,diversification_score,portfolio_beta,risk_score,concentration_warning,volatility_warning,diversification_warning
sector_information_technology_pct,,-0.03575352231036112,-0.013421066848679964,-0.09154530283715036,0.2338013790730505,0.23779612414002438,0.1633572310176386,0.13048823824695072,-0.07944406348119543,-0.13942081124849826,-0.1010718778326883,-0.09232756534289498,0.03759085273554267,0.03046709132362596,-0.08076990869554986,0.001280179939989495,-0.023147230498713457,-0.13505617543846746,-0.11076790704748671,-0.07425577097904479,-0.12242445611169087,-0.14639167879765225,-0.13037646861655555,-0.07000293771895769,-0.03886425201738335,-0.0651047250509062,-0.03996228097699375,-0.048778381454788966,-0.0772597592663735,-0.014475155680933547,-0.11560215795650544,1.0,0.0005499803170570613,-0.03331077374720594,0.040802634936271356,-0.03770917187335621,-0.023217036844897808,0.04205700107496504,-0.07928836190146073,0.12242109560421331,-0.09474460733358349,-0.09008389346336959,-0.10307395537316101,-0.03253189345884041,-0.0017202664183754636
sector_metals_&_mining_pct,,0.16467254300318207,0.22015593549884552,0.25680409723880654,-0.0526363093503979,0.029084620028725958,0.025274617099615426,0.02138433048726773,-0.1095008744139205,-0.20564074223538356,-0.16278795459972764,0.3124703923367853,0.08189159314492683,0.06754059791367333,0.05670947024836604,-0.06590364232033766,-0.019444947136443,-0.06587210640213438,-0.016860674203111856,0.01115752036718714,-0.04337654657124301,-0.07338925545008491,-0.05352686032050018,-0.02755267741489123,-0.03810341066203786,-0.02337639553555946,-0.008339918808571323,0.02286887916906176,-0.04585649632577768,-0.011923346750410633,-0.03745918930351181,0.0005499803170570613,1.0,0.08406715425799788,-0.009430418249828296,-0.02511929645055087,0.03603716604547224,-0.009829490763210096,-0.03678183492490906,0.04338498345771328,0.34242269691655436,0.08748396705293464,-0.031180746370505733,0.19560481666813911,0.04888226074283284
sector_oil_gas_&_consumable_fuels_pct,,0.038055637065243335,0.059212726543736174,0.01927051225236361,-0.06811427890623063,-0.03399765462318778,-0.013343015887996369,0.012402018233457464,-0.022351405922483008,-0.09494228998872341,-0.05942838730311906,0.03547618760973394,0.051392992200000966,0.04340685612789401,0.0034243062492947175,-0.03664894614952835,0.026970977734470308,-0.11378004584425316,-0.056032009752757746,-0.03444311343897138,-0.08643369971865754,-0.0623379497167529,-0.01861490396364368,-0.011339806637162908,-0.037700240267142686,-0.04211591013417717,-0.03670562936782125,0.09821775661247634,-0.009523291892920284,0.032968680432893714,-0.048889374354113314,-0.03331077374720594,0.08406715425799788,1.0,0.057635652134280554,0.08520310045011151,0.07853806600607838,0.07797633538828863,-0.046486364398782905,0.08643818442393472,0.09597847145588759,-0.019685724557337417,-0.07338559465899452,0.03699082915078249,0.048425376978771126
sector_power_pct,,0.03974668659506942,0.06644823285374296,0.0671367061730159,-0.08840861200636212,-0.13225895536110788,-0.04199647739932136,-0.016172172941513695,-0.030039854681933712,-0.006273322511880232,-0.04749722919551737,0.07741290216265888,0.029951738991341376,0.02869408080385881,0.0208751714003738,-0.08263557303360272,-0.05675401830411929,-0.09225375016634614,-0.023477259586395433,0.01634348911353023,-0.07165368453999449,-0.0635291460835176,-0.030771299836604454,-0.06976828707484424,0.0014748098475000498,-0.029237421905786543,0.06001241332675063,-0.00947316585114306,0.01869108896725252,-0.007169878805812941,-0.04243098537412984,0.040802634936271356,-0.009430418249828296,0.057635652134280554,1.0,0.010510735271103834,-0.006469602269899373,-0.012331304579111451,-0.051818947031724995,0.07164202775098973,0.12097073979718952,0.004081859363032161,-0.03512075185044582,0.09980389353282258,0.0916151971162649
sector_realty_pct,,-0.016962870891514364,0.007590210792100851,0.06473477765352385,-0.15650851020281198,0.030871692845996834,-0.03828338344588026,-0.07552098186949285,-0.10541094698063948,-0.18917760270112494,-0.15013239901224665,0.10839926326687495,-0.02337781422123807,-0.04025693247135452,-0.08170430773376937,-0.06308233261127916,0.016894906490326975,-0.15616820439263954,-0.10375613275564044,-0.05777030880052177,-0.13145366280947243,-0.08188247201026443,-0.04001223451521462,-0.06608232116496285,0.03382449817320398,-0.020755203276109628,0.007432747932107113,0.0518396698257341,-0.01728749811447576,0.00741657226356839,-0.0800509524848271,-0.03770917187335621,-0.02511929645055087,0.08520310045011151,0.010510735271103834,1.0,0.00693136083527967,-0.037166545539065086,-0.06012645932568732,0.13145430722168072,0.21733093812407964,0.009883225092560448,-0.12830698436972432,0.038782336582634594,0.01589668755967089
sector_services_pct,,-0.113271187368606,-0.17756045791207897,-0.017447384379866572,0.015245569762554416,-0.11623099400497529,-0.13559274310442757,-0.08864823723493694,-0.06519640034328329,-0.04342107308292863,-0.02874435344291757,0.0025028856811287526,-0.19354288768707423,-0.20005499398444468,-0.1659660907378376,-0.026323496698018076,0.03382949114350315,-0.09474840425918071,-0.03069075855703487,-0.012611507460037391,-0.06929051043279719,-0.07390227983996235,-0.07839335592232813,0.01251525305017076,-0.005740235218111101,-0.04040612018644546,-0.007884371441695483,0.00328134075908311,-0.024184516756713636,-0.03649364596664557,-0.042733587663099204,-0.023217036844897808,0.03603716604547224,0.07853806600607838,-0.006469602269899373,0.00693136083527967,1.0,-0.029716901817143836,-0.04201005550215454,0.06929204110993163,0.023860595667556647,-0.0032462993718135155,-0.03673890863400155,-0.04628025401864979,0.016373057830612773
sector_telecommunication_pct,,-0.0018999355154553424,-0.0033951672188981302,-0.022144095871989584,-0.015109621687032476,0.002915438365828039,-0.016554377444809542,-0.019300449307087172,0.022794954310667977,0.01398577099950359,0.0278104068086083,-0.03141847920443549,0.007780780464994297,0.012211760178164676,0.010660896900329979,-6.401473999989223e-05,0.04290123595996625,-0.04236088337622121,-0.027743080029424168,-0.03462572251694783,-0.01860999405369352,-0.01383242971348891,-0.07077911919917597,0.01635367664182976,-0.022021441280685738,-0.00526647005087136,-0.0006549502162883351,0.027389704292770014,-0.043788850356682424,0.03147149739188169,-0.03949059603355418,0.04205700107496504,-0.009829490763210096,0.07797633538828863,-0.012331304579111451,-0.037166545539065086,-0.029716901817143836,1.0,0.005254975277202436,0.01861359694164184,-0.025413769766046274,-0.014962540294903078,-0.025894879126174785,0.03680777996958333,0.004119955663744116
sector_textiles_pct,,-0.11529053412766971,-0.1283113390425581,0.19250828103572987,-0.18467095781668244,0.07449794382974857,0.004784288765424463,-0.19992771132153045,-0.0892965685546263,0.09078876847470232,-0.06343778925663636,0.1881634321455885,-0.21672100899649532,-0.20655083035002408,-0.15877506765417618,0.05211773607225796,0.07631340364193587,0.18572665981758626,0.15721633695689696,0.09661466869596594,0.2415845945389262,-0.05349456698134291,-0.10834273292329134,-0.08243271236867,-0.026315324365560028,-0.049221340368986184,-0.05310397877021666,-0.0591724090417133,-0.0529783807940628,-0.10107260099585494,-0.08196087748612772,-0.07928836190146073,-0.03678183492490906,-0.046486364398782905,-0.051818947031724995,-0.06012645932568732,-0.04201005550215454,0.005254975277202436,1.0,-0.241581830820484,-0.03863776593889608,0.16007642791762772,0.16331404129556712,0.13687319597583558,-0.041984533709959915
diversification_score,,0.04000857052392483,0.1078535255276308,-0.6416926720081083,0.1240235944834678,0.02693693611068716,0.05591953357085913,0.12136166027442215,0.1627518827150572,-0.09947103992638978,0.10470499747687885,-0.5544099833063194,0.46804145416769855,0.38977116837346615,0.17270945866715706,0.4082116766186566,0.36716743685173037,-0.8621745053025917,-0.8333512669059753,-0.6969242437782756,-0.9999999851364142,-0.30946404128606647,0.08567384283878657,0.08954296312240587,0.04503981742200774,-0.049713303999592756,0.035283665042513734,0.0726118845100556,0.0746868992406251,0.1355488082627062,0.008732630630085418,0.12242109560421331,0.04338498345771328,0.08643818442393472,0.07164202775098973,0.13145430722168072,0.06929204110993163,0.01861359694164184,-0.241581830820484,1.0,0.08872256644300888,-0.707308722494839,-0.7370621863231244,-0.4246862085455943,-0.3920999234139094
portfolio_beta,,0.37033671483001196,0.4410368496834666,0.5765617374246051,-0.09284306124854687,0.0686982628624889,0.0025221919008601374,0.12248341430207343,-0.4961637201492192,-0.6781928774449177,-0.5708531177201489,0.6895541028272569,0.15643657310484274,0.12427232208595662,-0.08492596621065056,-0.06693119567824328,-0.04508585310400668,-0.13050098634983157,-0.0695535980683733,-0.03454275868595568,-0.08871181305341859,0.10830477081349232,0.01809783064806907,0.04524677461679675,0.06756893621327084,0.13709507983935681,0.04067694764312988,-0.04046437812066344,-0.18034871344484166,0.14537478584108446,-0.4060295817210988,-0.09474460733358349,0.34242269691655436,0.09597847145588759,0.12097073979718952,0.21733093812407964,0.023860595667556647,-0.025413769766046274,-0.03863776593889608,0.08872256644300888,1.0,0.18706418738354677,-0.07718422836563078,0.3476039093990279,0.09188667861003613
risk_score,,0.12063173408505881,0.11368325586101975,0.717284612349792,-0.11643725117637882,0.00374599789452885,-0.019659012411711096,-0.04746562514368342,-0.33215208553977915,-0.16225441456503525,-0.29956977369210785,0.671965780379586,-0.30070881122519716,-0.2327660178728269,-0.1372475855717899,-0.5186094695793823,-0.44368221641192934,0.6267339510284303,0.7896640309341799,0.7449748706961572,0.7073121368518674,0.11992846430962055,-0.07741382503374389,-0.007819979525839377,-0.05499968131809903,0.06898264849563569,-0.01001927404158788,-0.02925904576721167,-0.060588356382847715,-0.03532243990769989,-0.07534679162928384,-0.09008389346336959,0.08748396705293464,-0.019685724557337417,0.004081859363032161,0.009883225092560448,-0.0032462993718135155,-0.014962540294903078,0.16007642791762772,-0.707308722494839,0.18706418738354677,1.0,0.6427256212868854,0.34874350719461095,0.4624771029410685
concentration_warning,,-0.029417164204498185,-0.06799274589844165,0.5369840668231293,-0.05489713857413383,-0.016030435295917297,-0.026214212860560464,-0.05604364997665996,-0.20185095672390413,0.04065291774375789,-0.1444971713228719,0.46779403291213695,-0.38945637440010494,-0.3177158689826525,-0.15690625825095003,-0.4239576122959439,-0.39209215668367453,0.7017259510666275,0.7944193931712473,0.6889016576809573,0.7370627337160234,0.11982284284035369,-0.033739469698764235,-0.06112828708648004,-0.004481647308696542,0.0706041938303358,-0.015501760971677808,-0.05613534983096587,-0.04661341302677081,-0.06554375906829864,0.04501517755850061,-0.10307395537316101,-0.031180746370505733,-0.07338559465899452,-0.03512075185044582,-0.12830698436972432,-0.03673890863400155,-0.025894879126174785,0.16331404129556712,-0.7370621863231244,-0.07718422836563078,0.6427256212868854,1.0,0.28379659551268976,0.43409262204663146
volatility_warning,,0.33467005287859497,0.3069293241079427,0.6795689279881423,-0.1495580892604941,0.0926132289400892,0.13793750547516462,0.13340250555574973,-0.3793560344205452,-0.27673572006786723,-0.388036085654737,0.6506899321102796,-0.053237770594283224,-0.008366908469725062,-0.04650822978403001,-0.33264158328193266,-0.3004853482941871,0.33461836501265574,0.36149867166669364,0.3203657329401814,0.4246924998875387,-0.017227351607660545,0.031190158021609484,-0.03050478246710716,-0.04366698741578394,-0.0620009124698732,0.03105178931829494,-0.018943917652847062,-0.04853535351165598,0.10463653737888512,-0.12217095144664716,-0.03253189345884041,0.19560481666813911,0.03699082915078249,0.09980389353282258,0.038782336582634594,-0.04628025401864979,0.03680777996958333,0.13687319597583558,-0.4246862085455943,0.3476039093990279,0.34874350719461095,0.28379659551268976,1.0,0.3417517138584304
diversification_warning,,0.045431205374789126,0.03360580668740226,0.4748126700185147,-0.06876090325149778,-0.0637898367873736,-0.018465153420913354,0.018559033589346536,-0.2868787875749077,-0.17282202344787928,-0.2894371733767222,0.45183316073372826,-0.25481875022599354,-0.2131037253290311,-0.186811341181948,-0.8062485188727058,-0.7400453681528691,0.3056989496627091,0.5688476708287741,0.656908996597786,0.39210140865698645,-0.05279629577400785,-0.034396496254031246,-0.062022398144295415,-0.009423566420312288,0.0037726018118841697,0.08210801792332058,0.02702642505486857,0.05817875835622809,0.1492165477948099,-0.049393413121340005,-0.0017202664183754636,0.04888226074283284,0.048425376978771126,0.0916151971162649,0.01589668755967089,0.016373057830612773,0.004119955663744116,-0.041984533709959915,-0.3920999234139094,0.09188667861003613,0.4624771029410685,0.43409262204663146,0.3417517138584304,1.0
